fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,quality,sulfur_dioxide
1.0710007433671787,-0.599494673029534,1.5313083824104072,0.6303207888811518,-0.3749996955720675,0.17650368331544353,-1.7701342618898344,-0.17977294989846854,-0.781947765243368,-0.8143890986852477,0.12142734643380895
-0.19702159597750138,-1.9496607453956938,0.4974488906964552,-1.188678058093111,-0.817535584120845,-3.5339775377270253,-2.748781154323956,-1.3115507881064128,2.095268785648403,0.44510746385215416,-0.33212258434732406
-0.658120628466476,0.44125834108604745,-1.311805219802961,-0.46107851930340576,0.17290188072641866,-0.9318904225436135,0.9700770369257065,-0.7754454963237022,1.2599478515185354,0.44510746385215416,-0.3821747838392998
0.03352792026698617,-0.8807792714391506,0.8076067382106409,-0.1700387037875238,-0.5225116584216601,-0.6679870640057121,-0.9219736217802628,0.8924376336669526,0.7030672287652879,1.7046040263895559,1.627816174706879
-0.3699337331608668,0.6381575599727792,-0.32963870267470663,-0.24279865766649406,-0.22748773272247524,-0.6152063922981436,-0.2695423601575143,-1.2519835334638894,-0.5035074538667442,-0.8143890986852477,-0.9154376912086943
0.8980886061838137,-0.9932931108029973,0.7042207890392456,-0.1700387037875238,-0.10104890742282445,0.7570910720987564,-0.6610011171311634,-0.9541472602512725,-0.8747612023689086,-0.8143890986852477,-1.3075092991635224
-0.13938421691637976,1.9320667126570157,-1.4151911689743564,-0.24279865766649406,-0.07997576987288266,-0.10851194390545016,-0.400028612482064,-0.9541472602512725,-0.5963208909922849,-0.8143890986852477,-0.3821747838392998
-0.7733953865887198,0.6381575599727792,-1.311805219802961,-0.3155586115454646,-0.438219108221893,0.12372301160787497,1.0353201630879827,0.0584960686716252,-0.9675746394944493,0.44510746385215416,0.06486333904806121
-0.08174683785525812,-0.7682654320753038,1.1177645857248266,-0.1700387037875238,0.23612129337624405,0.5987490569760506,0.44813202762750765,1.964648217232373,-0.5963208909922849,-0.8143890986852477,-0.18180676834843276
-0.08174683785525812,-1.3870915485764603,0.6525278144535482,-0.09727874990855323,-0.7543161714710196,-1.6919320951326828,0.12191639681613481,0.23719783259919483,2.1880822227739456,1.7046040263895559,0.12142734643380895
1.820286671161763,-1.1901923296897288,1.3762294586533148,-0.3155586115454646,-0.07997576987288266,1.0209944306366578,-2.1615930188634835,0.23719783259919483,-1.1532015137455323,0.44510746385215416,-0.31223004352359035
